0063562495	male	154	74
0089019955	female	167	78
0030032394	male	153	70
0094459390	male	178	56
0056760500	male	179	44
0098275972	male	161	62
0006928624	male	159	41
0043032256	male	164	68
0054491588	female	155	71
0046122758	male	150	58
0097201302	male	169	61
0085017508	male	158	65
0058789494	male	151	66
0011981313	female	164	67
0069667627	male	178	51
0058954050	female	158	53
0047482867	male	179	57
0085378055	female	156	66
0030573670	male	157	65
0023003063	female	174	43
0014959067	male	166	40
0063027832	male	159	54
0094610999	male	168	72
0096119752	male	177	45
0090603289	male	168	86
0062679623	female	170	55
0070604985	male	171	66
0066256196	female	156	40
0049189624	male	173	59
0085394684	female	162	60
0011299948	male	157	63
0095126447	male	154	40
0023454071	male	162	60
0092837372	female	175	67
0012679843	male	158	79
0035897118	male	163	42
0048224218	female	173	47
0060461574	male	161	87
0043494457	female	164	61
0028891230	female	156	41
0077312131	female	163	44
0029478142	female	161	89
0037094281	male	171	77
0000816474	male	161	42
0044805633	female	151	76
0035713007	male	174	84
0011178653	female	177	40
0031498941	female	178	60
0013072487	female	162	75
0024152907	male	150	56
0088116902	female	173	65
0019314131	female	178	54
0093752031	female	168	53
0007616375	male	156	72
0063538349	male	170	56
0080181430	female	171	85
0058170496	female	158	61
0048542597	male	168	70
0050948489	female	177	60
0065108135	male	158	61
0096521566	male	154	85
0052205632	female	157	71
0007780114	male	167	82
0033462203	female	155	48
0096435936	female	177	47
0042993519	male	153	64
0062563989	female	153	69
0006442424	male	159	62
0009265495	male	176	78
0054641747	male	155	68
0041700744	female	172	77
0082433087	male	171	50
0074443725	female	154	63
0075274611	male	174	51
0020649599	female	175	43
0063647276	male	165	65
0009402907	female	167	80
0034290075	female	173	59
0071967328	male	153	44
0030843451	female	163	75
0043246911	male	179	45
0026385183	male	159	58
0093905620	female	157	66
0025027821	male	171	82
0093167598	male	151	66
0011651429	female	177	88
0063336702	female	153	79
0050935978	male	174	73
0091410022	male	171	53
0028412835	female	171	67
0010149745	female	173	49
0051532841	female	156	54
0021381767	female	151	62
0006720998	female	159	40
0076166748	female	152	65
0070153230	male	173	58
0081366818	male	179	41
0049572693	female	169	81
0013466120	female	156	42
0029358547	male	169	74
0058750865	female	156	51
0053748661	female	161	66
0027810181	female	152	48
0088884969	female	178	41
0066554249	male	172	51
0064337709	female	155	48
0021966497	male	161	88
0049045792	male	162	83
0061647405	female	154	70
0093698380	male	162	72
0024619547	female	170	78
0094283333	female	170	42
0012362341	female	176	80
0027807817	male	173	68
0041719831	male	164	64
0004995595	female	172	74
0044383342	male	150	63
0010461835	female	160	45
0017179346	female	179	48
0019397677	female	162	79
0060245427	male	173	43
0082227818	male	155	85
0056130455	male	167	70
0016379858	female	155	83
0018938332	female	152	56
0071179829	male	164	76
0012230898	male	151	74
0047007793	female	177	51
0027903781	male	150	51
0068825461	male	176	44
0019361573	male	157	51
0006052470	female	167	62
0087685361	female	173	52
0055737201	female	179	55
0022103257	female	155	66
0042761190	male	151	76
0014946208	female	164	66
0070979059	female	157	41
0087985687	female	179	55
0063306303	female	155	82
0020194719	male	160	82
0066905931	male	167	48
0003058551	female	156	51
0063106659	male	165	76
0087893183	female	164	70
0010156178	female	154	83
0055730071	male	150	66
0054663478	male	155	60
0040715464	male	176	70
0007145009	female	167	66
0052421072	male	152	72
0015966149	male	160	61
0070300494	male	168	58
0036353442	male	170	46
0027202853	female	152	42
0033707946	male	155	88
0041366980	female	150	69
0039836022	female	153	55
0083375741	female	175	70
0010186924	female	160	73
0074149840	male	163	43
0060816024	male	171	83
0022165267	female	163	80
0030943659	female	174	44
0096565215	male	171	43
0073421266	male	153	69
0006197803	male	158	71
0052764860	female	156	56
0027080954	male	161	48
0020840334	female	173	42
0095809031	male	154	55
0053055378	male	178	84
0028388057	female	159	57
0084747487	female	151	60
0092872730	male	172	42
0088281886	male	151	78
0078505526	male	172	44
0054077633	female	168	79
0042882685	male	161	51
0062391671	female	176	46
0000003940	female	176	65
0086845854	male	158	83
0047688608	female	163	58
0022844668	female	156	62
0025546529	female	161	61
0068190738	male	154	62
0091905858	male	152	66
0017940921	male	154	42
0065563817	male	178	65
0027130096	male	177	45
0045760164	female	174	47
0067524104	female	164	65
0004006413	female	150	60
0031676550	male	156	66
0088691194	female	157	66
0028915065	female	160	55
0063221699	female	162	58
0054768414	female	174	55
0013409571	male	170	52
0036984565	male	169	50
0051218303	male	179	53
0090631110	female	169	49
0005379739	female	174	45
0095612447	male	154	48
0044127298	male	172	76
0055269201	female	162	59
0088668078	female	154	60
0034867964	female	172	84
0038368946	female	153	88
0043869343	male	170	71
0035252464	male	158	77
0047167700	female	173	68
0097227434	female	156	55
0049895962	female	151	56
0090659050	male	176	76
0093974361	female	151	61
0018400786	male	151	71
0048725123	female	174	43
0044005143	female	151	57
0014097159	male	153	74
0030498033	female	165	62
0024845036	female	162	59
0074626063	male	164	83
0088852939	male	176	44
0084788162	male	161	82
0086254598	male	174	47
0073922306	male	153	57
0018025960	female	168	67
0022395397	female	161	57
0062277533	female	154	54
0080842602	female	152	82
0075312408	male	168	48
0076318231	female	163	83
0050841954	male	162	65
0001769466	male	161	68
0008891376	female	152	71
0039934531	male	174	49
0001409001	female	164	52
0083773403	male	168	48
0029596294	male	167	69
0062844698	male	161	80
0004896499	male	150	43
0095271960	male	157	84
0016089943	male	161	69
0037084929	female	178	68
0026420207	female	152	73
0020478039	male	159	49
0035100003	female	167	59
0034628106	male	152	88
0000403132	female	166	42
0017427402	female	162	66
0060338588	female	154	43
0047277318	female	167	41
0097204657	male	168	73
0039298662	male	175	65
0005712255	male	160	40
0087091672	female	162	50
0028047584	female	179	45
0000060500	female	161	84
0041864704	female	172	60
0033580044	female	151	55
0031150488	male	170	70
0002233254	female	159	78
0004411309	male	174	43
0032237481	male	160	47
0075547690	male	154	46
0052825676	female	156	64
0093556491	female	151	66
0060470341	female	165	87
0023611118	male	175	80
0028346439	female	171	79
0008845893	female	163	76
0035477848	female	161	54
0066174086	female	169	65
0067854621	male	162	79
0059138310	male	172	61
0028832210	female	169	40
0061599075	male	164	67
0085439886	male	165	43
0018769828	female	155	56
0053242609	male	166	79
0091509894	male	154	58
0013908101	male	155	40
0025323392	female	174	53
0089049678	male	155	80
0080775304	female	159	72
0017989714	female	154	54
0011313322	female	169	76
0064959543	female	154	76
0054104542	female	171	57
0030058520	male	178	64
0036933834	male	171	47
0070662209	male	179	58
0078964311	female	175	49
0075171714	male	170	63
0075264059	male	176	63
0047442462	female	154	75
0032505831	male	155	45
0056556986	female	157	88
0091259770	female	158	84
0064951981	female	170	46
0099760553	male	161	44
0028685724	male	169	79
0017988032	male	170	51
0085579090	male	161	68
0050530848	male	160	44
0028501032	male	164	52
0054469099	male	167	56
0058666886	male	170	52
0082824382	male	163	69
0085143607	female	154	66
0074433955	female	172	77
0046769839	male	158	71
0046726056	male	172	83
0022827376	female	156	76
0013205947	male	153	54
0053617969	female	172	40
0089727929	male	173	54
0045346682	female	160	87
0003384022	female	179	89
0070781894	female	172	46
0070386373	female	150	77
0046669940	female	170	74
0028010572	male	176	43
0069929228	female	163	48
0038187809	female	169	50
0053880483	male	150	87
0053042252	male	178	43
0085935966	male	152	70
0040672865	female	153	66
0088944491	male	171	63
0021370948	male	157	81
0027317222	female	160	85
0027601249	female	155	87
0042886018	female	167	51
0064230270	male	159	78
0036101617	male	168	72
0084445320	male	159	58
0025225568	male	166	72
0020800269	female	160	75
0022638211	male	177	82
0085158217	male	153	65
0023173115	male	153	81
0093247720	female	152	47
0075984683	female	153	82
0079316715	female	154	89
0058955954	male	162	53
0016284245	male	175	55
0043472921	male	152	54
0005412235	male	153	63
0055034759	male	177	89
0051357322	male	155	41
0045198191	male	158	75
0071405664	male	154	57
0073137042	male	153	45
0070106255	female	153	50
0044511957	female	176	79
0071181375	male	179	45
0096501427	female	175	84
0007401319	male	155	82
0057748561	female	161	84
0017720671	female	158	81
0008351880	female	174	72
0096337776	female	179	81
0045896535	male	162	42
0072252511	male	167	50
0090281119	male	151	49
0021780233	female	166	44
0045600541	female	177	54
0040332934	male	160	51
0093818350	male	160	44
0002247796	female	166	87
0041253681	male	175	78
0093324875	female	170	77
0059711873	female	168	75
0080522491	female	176	44
0042624334	male	172	87
0053680407	female	172	60
0019709299	male	177	83
0014803286	female	165	63
0043014252	male	158	60
0034266183	male	173	84
0094900512	male	165	44
0076305997	male	176	61
0074777368	female	158	59
0002775669	male	153	78
0052994457	female	174	87
0006605211	male	167	75
0069909252	male	174	81
0055229944	female	172	48
0059997529	female	163	54
0022119956	female	161	54
0013742047	female	175	82
0074872746	female	174	49
0046213687	female	156	56
0011817224	male	160	77
0076322919	male	164	61
0033921771	female	178	69
0084320925	female	153	47
0063870696	female	160	87
0076109501	male	152	62
0089684964	female	156	42
0095263480	male	176	69
0088587559	male	160	84
0097224954	female	161	66
0047104269	female	174	47
0011346289	female	171	44
0098635364	male	176	49
0099158784	male	160	50
0038062067	male	160	55
0080180443	female	167	75
0019537095	male	154	40
0041395092	female	176	72
0060070196	female	177	51
0006415085	male	158	88
0013917609	female	160	81
0029599914	female	178	61
0061439692	male	163	68
0064642993	female	167	61
0063740537	female	152	45
0083463680	female	152	70
0097608341	female	151	69
0015644221	male	158	78
0090427867	male	156	50
0045609455	male	174	44
0079551497	male	167	50
0021379746	male	166	63
0098864147	female	175	68
0051335039	male	166	56
0080093516	male	170	72
0004923683	female	156	60
0035799971	female	153	49
0068009915	male	166	68
0049831271	female	176	83
0020804521	male	166	66
0000157232	male	169	76
0040303940	female	167	74
0016298967	female	164	85
0041131379	male	173	54
0024053931	female	171	82
0081569577	male	153	63
0094159943	male	163	80
0045689107	female	177	74
0081952430	male	154	71
0004939767	female	169	59
0039176603	female	172	40
0092878486	male	167	76
0061355557	female	150	54
0035282445	female	159	45
0042794286	male	170	63
0064685315	male	175	41
0060790575	male	171	70
0099721779	female	179	42
0030483037	male	171	63
0033374216	female	173	88
0019612485	female	158	65
0090973291	male	155	70
0040411205	male	163	48
0078287089	male	156	78
0024193433	male	164	54
0013097223	male	159	52
0050693066	female	170	83
0026025434	male	178	41
0039440578	male	152	60
0064997885	female	161	65
0089300698	male	156	80
0044526374	female	160	86
0045372566	female	156	60
0039864696	female	164	63
0090406640	female	159	74
0031139632	female	162	86
0090180440	male	179	80
0023989169	female	167	71
0029969628	female	164	53
0004560194	male	150	53
0036463125	female	167	57
0009398270	male	161	48
0095149251	female	156	72
0061346244	female	173	58
0077881673	male	166	51
0048633384	male	177	54
0036213603	female	153	78
0087008438	female	156	55
0095210183	male	170	83
0095532547	female	163	47
0005977753	female	164	79
0039883617	male	155	64
0026576088	male	167	80
0075705401	female	153	71
0069854246	female	175	64
0091271754	female	165	67
0042434210	female	174	72
0023658087	male	152	81
0010570158	female	166	89
0082866793	male	169	42
0085984973	male	152	85
0046633580	female	178	89
0023017731	male	171	40
0065609625	female	167	76
0020530785	male	168	54
0032321534	female	171	70
0036627873	male	153	81
0052461391	male	153	52
0097187828	female	155	52
0096643456	male	153	62
0009652858	male	151	53
0017403024	male	162	71
0058044674	female	160	68
0050306576	female	171	45
0034189301	female	175	49
0022891550	male	157	83
0026750109	female	167	82
0072062949	female	160	48
0081910322	male	172	43
0053733874	female	172	74
0004950343	male	154	50
0062072281	male	161	57
0095976849	female	177	79
0013074928	female	154	50
0037377053	female	156	47
0066607170	male	159	61
0078769011	female	167	66
0017576663	female	175	45
0043875638	male	166	43
0064393479	female	176	47
0097113664	female	164	53
0014968184	female	168	60
0048625740	female	158	60
0090955760	male	174	50
0069392810	male	163	63
0013527081	female	164	69
0000171161	male	158	60
0068907582	male	160	75
0089243697	female	173	78
0090171769	male	164	63
0049405189	female	174	74
0015458429	male	172	79
0038504937	male	169	51
0080512293	male	175	65
0099685247	male	169	47
0095175319	male	158	89
0077127544	male	157	47
0087670860	female	170	66
0090698665	female	155	41
0053976362	male	151	69
0019009124	male	154	46
0054234848	male	172	55
0063327161	male	156	64
0062786844	female	179	75
0054969228	male	164	85
0092613982	male	166	75
0039713436	female	159	84
0081376622	female	171	45
0019341300	male	161	52
0039737023	female	178	60
0001753949	female	154	47
0084079950	female	151	49
0024989383	female	152	51
0013023663	female	162	43
0014547655	male	153	56
0059252593	male	177	64
0088035480	female	178	42
0000494590	male	167	45
0004230727	female	162	84
0067765152	male	176	45
0012754409	male	167	69
0033166933	female	163	64
0065710868	male	173	60
0042289553	male	155	74
0072987375	male	150	51
0067532586	female	158	76
0007451027	female	163	89
0068621049	female	172	46
0075014037	female	171	73
0032308983	male	171	56
0009235957	female	159	43
0026126560	male	177	43
0037637056	female	170	68
0065824167	male	174	69
0079513380	male	179	62
0075646006	female	174	69
0004851922	female	151	47
0064471378	female	173	65
0083316190	male	159	52
0021092260	male	155	73
0052308339	male	167	59
0022900011	female	161	57
0082514464	male	161	79
0040788645	male	165	55
0076369548	female	175	87
0076974263	male	160	40
0075550406	female	155	80
0011094230	male	156	89
0089754261	male	166	85
0068889153	male	174	67
0083208305	female	165	87
0019207819	male	169	56
0091355409	male	163	53
0074622859	male	173	80
0078942634	male	171	63
0022208932	male	172	42
0068309847	male	164	65
0082662855	female	171	74
0058035525	female	161	58
0072595359	female	168	58
0098593940	male	177	60
0079768262	male	159	82
0031190537	female	178	58
0023613935	male	162	74
0069316879	female	160	41
0096205167	female	176	87
0045563279	male	170	40
0045823629	male	175	87
0092315309	male	152	78
0076151668	female	154	79
0027006825	male	157	76
0032434382	female	173	66
0027253941	female	177	74
0009923138	female	176	67
0025484165	female	161	54
0022474868	male	164	59
0010736086	female	175	57
0005582135	male	152	81
0042524113	male	179	79
0099595016	female	162	72
0089007464	female	159	58
0033929241	female	168	80
0023229984	male	164	64
0028204136	female	152	42
0081945072	male	177	56
0058889155	female	178	88
0026585933	male	169	68
0098931102	female	157	81
0025717223	male	159	85
0012615714	female	158	62
0021079199	male	152	86
0018344433	male	153	89
0091282620	male	155	72
0009708897	male	155	58
0024612462	female	171	88
0017402943	female	158	55
0048991768	female	158	86
0078078561	female	171	63
0093961732	male	166	63
0085533834	female	156	49
0084039778	female	163	68
0074046061	female	165	75
0044156103	male	177	52
0003307730	female	151	84
0097313413	female	157	45
0074087212	male	179	81
0020551573	female	153	74
0021486883	male	166	77
0012659182	male	167	56
0059110616	female	168	59
0030711664	female	165	81
0013602288	male	151	52
0089034457	male	159	56
0050961582	male	169	61
0051016285	female	156	79
0061730207	male	166	77
0066018510	female	155	64
0092045990	female	168	77
0012798599	male	168	82
0061837926	male	170	49
0002784359	female	168	61
0064363365	female	155	75
0044169640	male	173	82
0041933143	female	174	43
0026124886	female	156	65
0053063025	male	174	61
0004355498	male	171	41
0066740151	male	176	85
0063033252	male	151	71
0074404516	female	172	79
0040468362	male	178	47
0026580117	male	158	51
0076630076	male	162	85
0018825444	female	176	60
0064708990	female	153	83
0062153369	male	163	65
0066821032	male	159	46
0018637586	male	151	62
0035847257	female	167	63
0007376922	male	175	55
0081404188	male	164	56
0096840768	male	178	69
0017093932	female	173	56
0092860020	female	164	59
0048978610	male	162	71
0043207208	female	167	87
0071103790	female	164	72
0011548056	male	165	75
0097708276	female	151	62
0073994715	male	170	70
0045796318	male	160	66
0031142630	male	165	74
0093154209	male	175	43
0037850295	female	179	48
0015718248	female	158	50
0088950329	female	165	82
0043868585	male	172	59
0054944156	female	154	83
0062240582	male	163	78
0081867073	female	150	58
0038585979	female	171	76
0083566432	male	158	88
0088757033	male	158	63
0015552022	male	178	57
0086713729	male	175	60
0012236161	male	174	57
0032963096	female	163	54
0036087563	female	155	50
0033793769	female	158	81
0024792090	male	154	84
0074768599	male	168	46
0011934144	female	161	89
0004004775	female	172	53
0034587673	female	170	55
0045520779	male	174	42
0060525436	female	171	80
0026960824	male	157	70
0074048176	female	179	49
0033820060	male	167	45
0083779771	female	164	58
0008554922	male	171	58
0071203338	female	151	57
0000991452	female	162	48
0077955076	male	170	66
0099152218	female	169	55
0000338241	female	154	48
0011952359	female	170	50
0077123326	female	154	44
0009956606	male	167	66
0001836173	female	175	86
0036597451	female	170	64
0008758211	female	150	89
0006968676	male	153	42
0076428734	male	175	58
0078161641	female	157	52
0065849973	female	176	47
0050646137	female	150	64
0070369773	male	150	69
0002568732	male	173	71
0040279311	male	169	72
0094865678	female	152	62
0008929647	female	158	72
0028889369	male	153	68
0033922431	female	156	87
0024509655	male	159	60
0044569355	male	165	42
0011678487	male	165	41
0085488626	female	173	73
0022071734	male	174	67
0031962222	male	157	56
0019956144	male	170	75
0099333488	male	155	57
0049892407	female	174	59
0049092060	male	176	41
0015337736	male	179	62
0014412969	female	165	84
0016852061	female	152	69
0007159593	female	162	56
0034759469	female	177	46
0091318031	male	152	71
0062436508	female	171	60
0046658537	male	151	77
0037788607	male	152	63
0039350310	male	160	82
0045371431	male	155	71
0054279141	male	177	68
0078315730	male	170	89
0010693145	female	177	84
0039870829	female	160	71
0060524238	female	158	69
0036496145	male	156	43
0025958287	male	155	41
0098000863	female	154	83
0012557622	female	164	65
0025443365	female	173	62
0091596733	female	156	62
0074703094	male	169	67
0003021500	female	159	70
0077958486	male	167	69
0082536380	male	157	74
0037215602	female	166	70
0083334024	female	177	46
0093250161	female	170	72
0098739486	female	173	54
0045626596	female	164	81
0077164280	female	155	58
0030141674	female	158	77
0093190333	male	176	47
0093362543	female	165	65
0038840729	male	161	71
0036424770	male	150	71
0030891476	male	174	64
0011534540	male	170	63
0041446746	male	167	47
0027849132	male	164	81
0006444114	female	163	83
0029634190	male	172	59
0006050045	male	152	83
0004774892	male	170	72
0097922923	male	156	76
0083141285	female	167	75
0059244494	female	172	74
0011904385	female	179	83
0047701617	male	152	88
0084583973	female	172	84
0055024793	female	150	70
0079545861	male	155	76
0070547171	male	160	68
0001162825	female	164	55
0090197462	male	170	62
0016039378	female	167	69
0002483395	female	169	75
0026299060	male	174	66
0077389608	male	158	76
0058100198	male	170	50
0041986350	female	151	78
0044423928	male	160	68
0028613382	male	158	45
0053545993	male	152	48
0060538151	female	151	51
0069573467	male	178	71
0058552761	male	175	56
0042606638	male	159	45
0062535861	male	158	47
0050179798	male	159	72
0094672007	female	174	49
0088166681	female	179	42
0030991406	male	174	48
0086959710	male	162	49
0040966190	male	156	50
0050746944	female	178	67
0042322643	female	177	53
0096717160	male	177	88
0089314709	male	169	71
0015239667	female	160	57
0048237470	female	155	51
0099846056	male	159	59
0038455743	female	173	57
0084324800	male	163	53
0018338648	female	157	67
0027907355	female	159	53
0090302721	female	156	76
0012050705	female	167	60
0041746160	male	178	74
0084558917	female	156	67
0040672117	female	175	48
0006982425	female	150	64
0051397896	male	155	66
0020039100	female	155	45
0038559919	female	151	88
0050365935	female	158	52
0051055057	female	171	45
0090057191	male	167	72
0054595248	male	161	74
0024066298	female	177	43
0072237850	female	153	70
0081127681	female	173	62
0066241305	female	160	60
0056899725	female	174	53
0085069988	male	163	85
0037971298	male	167	63
0050962593	male	160	66
0097747156	male	171	60
0078527161	male	174	71
0011749887	male	160	77
0087733194	male	175	78
0094915567	male	168	83
0006518526	male	153	77
0087733551	male	176	40
0095136208	male	159	82
0031182685	male	164	62
0007190918	female	164	79
0051264945	female	173	54
0091429347	male	162	65
0056114333	male	163	43
0037801768	male	164	79
0010881773	female	170	51
0082992023	male	170	86
0062803729	male	159	81
0016108820	female	168	56
0018569336	female	173	78
0035749018	female	162	51
0052416803	female	173	83
0097719969	female	163	89
0092937691	female	170	71
0003240102	female	160	53
0030003628	male	175	70
0065868394	male	158	87
0089344917	male	166	70
0025111990	male	163	80
0034043026	male	178	78
0024072602	male	178	67
0054720608	female	169	45
0063135357	female	160	57
0015270577	female	152	89
0055465861	female	154	40
0036700593	male	176	43
0085188373	female	158	58
0055952637	male	163	50
0099484536	male	166	68
0085646211	female	175	45
0087513077	male	178	45
0036854502	male	150	85
0071495123	female	179	78
0087783254	female	158	40
0090752550	male	162	66
0005614333	female	159	58
0073860182	female	160	69
0050189427	female	159	53
0091476919	male	163	71
0084065494	male	168	77
0002719929	female	159	48
0006036339	male	156	65
0063008879	female	170	82
0095571757	male	168	41
0021695616	male	150	63
0072701696	male	155	60
0000854979	female	175	86
0002401613	female	152	59
0006338830	female	163	46
0032632284	female	159	46
0044193544	female	169	47
0076329391	male	150	83
0001510137	female	163	48
0007679776	male	165	40
0072422123	female	162	50
0055792096	male	179	64
0094567070	female	172	64
0000118727	female	157	79
0079066398	male	150	44
0022855077	female	161	83
0097717750	male	179	69
0082477676	female	157	43
0003456597	female	169	82
0011218786	male	162	65
0065067944	male	154	50
0083573840	female	163	73
0037014385	female	168	64
0026730425	male	174	79
0021577312	female	169	48
0098799264	female	150	41
0078579452	female	154	60
0022314352	male	162	78
0029643105	male	150	82
0078418934	female	151	77
0062218199	female	159	84
0082835094	male	161	76
0037787222	female	166	57
0059740190	male	155	79
0031648816	male	172	84
0066452454	male	151	72
0086018670	male	165	67
0088321819	female	178	50
0095314871	male	177	46
0059811436	male	161	87
0059601577	male	173	63
0066298475	male	151	53
0066405137	female	154	54
0012512103	male	159	82
0026520941	male	171	51
0060445320	female	171	88
0065902222	female	176	85
0071635823	female	162	79
0059951454	male	152	83
0012927408	female	152	77
0065965336	female	164	60
0042101209	male	174	72
0009093997	male	166	67
0004902119	female	168	63
0082876269	male	158	46
0095322713	female	178	55
0040891184	female	174	61
0098900027	male	179	73
0097208207	male	155	81
0007240679	male	162	83
0092428658	male	160	56
0098940232	female	151	69
0036724089	male	165	83
0021072356	male	155	60
0001303563	female	155	85
0098421500	male	174	79
0052377108	male	173	86
0077811837	male	176	47
0054612722	female	177	78
0011350173	female	179	87
0064486249	female	172	79
0012378193	female	175	45
0086134930	female	170	85
0045897737	female	170	82
0053024537	female	177	78
0008963407	female	155	56
0054287194	female	169	53
0043496765	female	159	72
0040691468	male	172	60
0045438948	female	154	49
0038430361	female	171	84
0068188698	female	168	55
0070682727	male	174	79
0063085651	male	177	77
0086536074	male	168	45
0037892452	male	179	44
0084820673	female	178	43
0048792677	male	161	67
0042636460	female	173	45
0091657997	female	175	54
0067752854	male	163	52
0056383555	male	166	76
0054027605	male	152	55
0008526258	male	154	70
0083858685	male	178	76
0084312992	male	164	85
0008745094	female	154	67
0016567395	male	178	54
0055218583	female	165	53
0037697052	female	152	87
0086218498	male	175	48
0076578472	female	174	88
0083989960	male	161	43
0081107430	female	153	65
0057475227	female	152	62
0013128641	female	160	55
0075316011	male	173	44
0056822433	female	154	55
0095349453	female	164	62
0000046638	male	173	57
0065520704	female	160	64
0096564618	male	152	61
0078746767	male	156	69
0075391856	female	176	43
0053577065	male	157	54
0085604824	male	158	67
0057855847	female	165	41
0051077135	female	176	82
0061060629	female	165	56
0086509157	male	177	82
0026060989	female	174	40
0016758237	male	166	68
0098411579	female	159	72
0080589452	female	172	57
0091652722	male	154	41
0020380027	female	153	56
0014775051	female	157	76
0055677010	female	176	60
0054828721	male	160	48
0050747674	female	156	78
0057447649	male	178	70
0077887177	male	172	87
0017301509	male	154	69
0083726724	male	163	52
0047675004	female	177	73
0017593523	male	175	43
0090687661	male	174	66
0080808540	male	172	61
0054123885	male	152	78
0055876452	male	163	85
0039493678	male	150	75
0005661858	male	162	49
0096002771	male	170	76
0039050986	male	178	71
0067160360	male	162	80
0070447995	male	160	72
0018425414	female	159	81
0061751408	male	165	70
0092809579	male	155	63
0027978543	male	151	49
0023630354	male	160	49
0017029857	male	158	89
0031178314	female	171	82
0060052084	male	150	42
0075191206	female	171	55
0063389898	female	157	84
0097302832	female	163	66
0020145388	male	152	61
0039873356	female	160	57
0027669891	female	154	52
0022618994	male	175	62
0031149290	female	174	86
0011696411	male	166	80
0065723022	female	171	54
0003654501	female	159	73
0010054010	male	152	48
0095826219	male	175	48
0039906624	female	165	46
0053799601	male	153	57
0012920993	male	172	50
0088101129	female	159	82
0036310687	female	165	53
0038415077	female	176	80
0056095970	female	150	66
0001931884	female	174	87
0043707021	female	158	70
0083475020	male	171	66
0083016450	female	168	48
0056649511	male	173	42
0079081508	male	157	82
0028357631	male	170	52
0076846861	female	175	52
0051196254	female	154	71
0063265121	male	151	80
0091480637	male	172	59
0011138970	female	155	50
0014226941	male	169	62
0086820357	male	153	84
0035016953	male	178	89
0018325068	male	153	53
0030891111	male	151	49
0054633401	male	151	42
0083528114	male	170	70
0086772891	female	169	74
0043176301	female	172	51
0004041586	male	179	72
0068339848	male	156	67
